frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len,_ws.col.protocol,_ws.col.info
19156,Apr 21, 2024 13:53:05.173732000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35634937 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19157,Apr 21, 2024 13:53:05.173781000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35700420 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19158,Apr 21, 2024 13:53:05.173824000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35765903 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19159,Apr 21, 2024 13:53:05.174140000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,65549,TCP,43503 → 1887 [ACK] Seq=36634968 Ack=496 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19160,Apr 21, 2024 13:53:05.174184000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,65549,TCP,43503 → 1887 [ACK] Seq=36700451 Ack=496 Win=512 Len=65483 TSval=3721664433 TSecr=3721664432
19161,Apr 21, 2024 13:53:05.174216000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,65549,TCP,43503 → 1887 [ACK] Seq=36765934 Ack=496 Win=512 Len=65483 TSval=3721664433 TSecr=3721664433
19162,Apr 21, 2024 13:53:05.174244000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,65549,TCP,43503 → 1887 [ACK] Seq=36831417 Ack=496 Win=512 Len=65483 TSval=3721664433 TSecr=3721664433
19163,Apr 21, 2024 13:53:05.174270000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,65549,TCP,43503 → 1887 [ACK] Seq=36896900 Ack=496 Win=512 Len=65483 TSval=3721664433 TSecr=3721664433
19164,Apr 21, 2024 13:53:05.174290000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,41700,TCP,43503 → 1887 [PSH, ACK] Seq=36962383 Ack=496 Win=512 Len=41634 TSval=3721664433 TSecr=3721664433
19165,Apr 21, 2024 13:53:05.175431000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=253007595 Ack=2033 Win=512 Len=65483 TSval=3721664434 TSecr=3721664432
19166,Apr 21, 2024 13:53:05.175458000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=253073078 Ack=2033 Win=512 Len=65483 TSval=3721664434 TSecr=3721664432
19167,Apr 21, 2024 13:53:05.175481000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=253138561 Ack=2033 Win=512 Len=65483 TSval=3721664434 TSecr=3721664432
19168,Apr 21, 2024 13:53:05.175502000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=253204044 Ack=2033 Win=512 Len=65483 TSval=3721664434 TSecr=3721664432
19169,Apr 21, 2024 13:53:05.175524000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=253269527 Ack=2033 Win=512 Len=65483 TSval=3721664434 TSecr=3721664432
19170,Apr 21, 2024 13:53:05.175545000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=253335010 Ack=2033 Win=512 Len=65483 TSval=3721664434 TSecr=3721664432
19171,Apr 21, 2024 13:53:05.175567000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=253400493 Ack=2033 Win=512 Len=65483 TSval=3721664434 TSecr=3721664432
19172,Apr 21, 2024 13:53:05.175581000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,41700,TCP,1887 → 54727 [PSH, ACK] Seq=253465976 Ack=2033 Win=512 Len=41634 TSval=3721664434 TSecr=3721664432
19173,Apr 21, 2024 13:53:05.175672000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=342010265 Ack=2733 Win=512 Len=65483 TSval=3721664434 TSecr=3721664431
19174,Apr 21, 2024 13:53:05.175696000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=342075748 Ack=2733 Win=512 Len=65483 TSval=3721664434 TSecr=3721664431
19175,Apr 21, 2024 13:53:05.175720000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=342141231 Ack=2733 Win=512 Len=65483 TSval=3721664434 TSecr=3721664431
19176,Apr 21, 2024 13:53:05.178474000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 36619 [PSH, ACK] Seq=261466216 Ack=2089 Win=512 Len=41634 TSval=3721664437 TSecr=3721664437
19177,Apr 21, 2024 13:53:05.180202000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=254096957 Ack=2033 Win=512 Len=65483 TSval=3721664438 TSecr=3721664438
19178,Apr 21, 2024 13:53:05.180208000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=254162440 Ack=2033 Win=512 Len=65483 TSval=3721664438 TSecr=3721664438
19179,Apr 21, 2024 13:53:05.180214000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=254227923 Ack=2033 Win=512 Len=65483 TSval=3721664438 TSecr=3721664438
19180,Apr 21, 2024 13:53:05.180219000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=254293406 Ack=2033 Win=512 Len=65483 TSval=3721664438 TSecr=3721664438
19181,Apr 21, 2024 13:53:05.180224000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=254358889 Ack=2033 Win=512 Len=65483 TSval=3721664438 TSecr=3721664438
19182,Apr 21, 2024 13:53:05.180230000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=254424372 Ack=2033 Win=512 Len=65483 TSval=3721664438 TSecr=3721664438
19183,Apr 21, 2024 13:53:05.182855000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,[TCP Previous segment not captured] 60607 → 1887 [ACK] Seq=36134952 Ack=521 Win=512 Len=65483 TSval=3721664441 TSecr=3721664436
19184,Apr 21, 2024 13:53:05.225355000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36200435 Ack=521 Win=512 Len=65483 TSval=3721664484 TSecr=3721664484
19185,Apr 21, 2024 13:53:05.269624000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36265918 Ack=521 Win=512 Len=65483 TSval=3721664528 TSecr=3721664528
19186,Apr 21, 2024 13:53:05.313332000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36331401 Ack=521 Win=512 Len=65483 TSval=3721664572 TSecr=3721664572
19187,Apr 21, 2024 13:53:05.357363000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36396884 Ack=521 Win=512 Len=65483 TSval=3721664616 TSecr=3721664616
19188,Apr 21, 2024 13:53:05.405331000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,41700,TCP,60607 → 1887 [PSH, ACK] Seq=36462367 Ack=521 Win=512 Len=41634 TSval=3721664664 TSecr=3721664664
19189,Apr 21, 2024 13:53:05.405714000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 56173 [ACK] Seq=103003095 Ack=829 Win=512 Len=65483 TSval=3721664664 TSecr=3721664431
19190,Apr 21, 2024 13:53:05.405745000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103068578 Ack=829 Win=512 Len=65483 TSval=3721664664 TSecr=3721664431
19191,Apr 21, 2024 13:53:05.405770000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103134061 Ack=829 Win=512 Len=65483 TSval=3721664664 TSecr=3721664431
19192,Apr 21, 2024 13:53:05.405795000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103199544 Ack=829 Win=512 Len=65483 TSval=3721664664 TSecr=3721664431
19193,Apr 21, 2024 13:53:05.405819000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103265027 Ack=829 Win=512 Len=65483 TSval=3721664664 TSecr=3721664431
19194,Apr 21, 2024 13:53:05.405844000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103330510 Ack=829 Win=512 Len=65483 TSval=3721664664 TSecr=3721664431
19195,Apr 21, 2024 13:53:05.405868000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103395993 Ack=829 Win=512 Len=65483 TSval=3721664664 TSecr=3721664431
19196,Apr 21, 2024 13:53:05.405887000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,41700,TCP,1887 → 56173 [PSH, ACK] Seq=103461476 Ack=829 Win=512 Len=41634 TSval=3721664664 TSecr=3721664431
19197,Apr 21, 2024 13:53:05.405995000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=261507850 Ack=2097 Win=512 Len=65483 TSval=3721664664 TSecr=3721664484
19198,Apr 21, 2024 13:53:05.406023000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=261573333 Ack=2097 Win=512 Len=65483 TSval=3721664664 TSecr=3721664484
19199,Apr 21, 2024 13:53:05.406047000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=261638816 Ack=2097 Win=512 Len=65483 TSval=3721664664 TSecr=3721664484
19200,Apr 21, 2024 13:53:05.407860000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36504001 Ack=525 Win=512 Len=65483 TSval=3721664666 TSecr=3721664665
19201,Apr 21, 2024 13:53:05.449389000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36569484 Ack=525 Win=512 Len=65483 TSval=3721664708 TSecr=3721664708
19202,Apr 21, 2024 13:53:05.497330000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36634967 Ack=525 Win=512 Len=65483 TSval=3721664756 TSecr=3721664756
19203,Apr 21, 2024 13:53:05.541329000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36700450 Ack=525 Win=512 Len=65483 TSval=3721664800 TSecr=3721664800
19204,Apr 21, 2024 13:53:05.585331000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36765933 Ack=525 Win=512 Len=65483 TSval=3721664844 TSecr=3721664844
19205,Apr 21, 2024 13:53:05.633451000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36831416 Ack=525 Win=512 Len=65483 TSval=3721664892 TSecr=3721664892
19206,Apr 21, 2024 13:53:05.677434000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=36896899 Ack=525 Win=512 Len=65483 TSval=3721664936 TSecr=3721664936
19207,Apr 21, 2024 13:53:05.721313000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,41700,TCP,60607 → 1887 [PSH, ACK] Seq=36962382 Ack=525 Win=512 Len=41634 TSval=3721664980 TSecr=3721664980
19208,Apr 21, 2024 13:53:05.721782000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 57115 [ACK] Seq=153504610 Ack=1233 Win=512 Len=65483 TSval=3721664980 TSecr=3721664440
19209,Apr 21, 2024 13:53:05.721812000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=153570093 Ack=1233 Win=512 Len=65483 TSval=3721664980 TSecr=3721664440
19210,Apr 21, 2024 13:53:05.721837000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=153635576 Ack=1233 Win=512 Len=65483 TSval=3721664980 TSecr=3721664440
19211,Apr 21, 2024 13:53:05.721861000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=153701059 Ack=1233 Win=512 Len=65483 TSval=3721664980 TSecr=3721664440
19212,Apr 21, 2024 13:53:05.721886000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=153766542 Ack=1233 Win=512 Len=65483 TSval=3721664980 TSecr=3721664440
19213,Apr 21, 2024 13:53:05.721910000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=153832025 Ack=1233 Win=512 Len=65483 TSval=3721664980 TSecr=3721664440
19214,Apr 21, 2024 13:53:05.721934000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=153897508 Ack=1233 Win=512 Len=65483 TSval=3721664980 TSecr=3721664440
19215,Apr 21, 2024 13:53:05.721955000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,41700,TCP,1887 → 57115 [PSH, ACK] Seq=153962991 Ack=1233 Win=512 Len=41634 TSval=3721664980 TSecr=3721664440
19216,Apr 21, 2024 13:53:05.722078000 EDT,127.0.0.1,127.0.0.1,1887,60767,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 60767 [ACK] Seq=47001415 Ack=381 Win=512 Len=65483 TSval=3721664980 TSecr=3721649446
19217,Apr 21, 2024 13:53:05.722108000 EDT,127.0.0.1,127.0.0.1,1887,60767,,,,,65549,TCP,1887 → 60767 [ACK] Seq=47066898 Ack=381 Win=512 Len=65483 TSval=3721664980 TSecr=3721649446
19218,Apr 21, 2024 13:53:05.722131000 EDT,127.0.0.1,127.0.0.1,1887,60767,,,,,65549,TCP,1887 → 60767 [ACK] Seq=47132381 Ack=381 Win=512 Len=65483 TSval=3721664980 TSecr=3721649446
19219,Apr 21, 2024 13:53:25.125918000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37004016 Ack=529 Win=512 Len=65483 TSval=3721684384 TSecr=3721664981
19220,Apr 21, 2024 13:53:25.169473000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37069499 Ack=529 Win=512 Len=65483 TSval=3721684428 TSecr=3721684428
19221,Apr 21, 2024 13:53:25.169629000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37134982 Ack=529 Win=512 Len=65483 TSval=3721684428 TSecr=3721684428
19222,Apr 21, 2024 13:53:25.169729000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37200465 Ack=529 Win=512 Len=65483 TSval=3721684428 TSecr=3721684428
19223,Apr 21, 2024 13:53:25.169807000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37265948 Ack=529 Win=512 Len=65483 TSval=3721684428 TSecr=3721684428
19224,Apr 21, 2024 13:53:25.169879000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37331431 Ack=529 Win=512 Len=65483 TSval=3721684428 TSecr=3721684428
19225,Apr 21, 2024 13:53:25.169941000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37396914 Ack=529 Win=512 Len=65483 TSval=3721684428 TSecr=3721684428
19226,Apr 21, 2024 13:53:25.169988000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,41700,TCP,60607 → 1887 [PSH, ACK] Seq=37462397 Ack=529 Win=512 Len=41634 TSval=3721684428 TSecr=3721684428
19227,Apr 21, 2024 13:53:25.170584000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 37261 [ACK] Seq=58001745 Ack=469 Win=512 Len=65483 TSval=3721684429 TSecr=3721664439
19228,Apr 21, 2024 13:53:25.170634000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=58067228 Ack=469 Win=512 Len=65483 TSval=3721684429 TSecr=3721664439
19229,Apr 21, 2024 13:53:25.170674000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=58132711 Ack=469 Win=512 Len=65483 TSval=3721684429 TSecr=3721664439
19230,Apr 21, 2024 13:53:25.170713000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=58198194 Ack=469 Win=512 Len=65483 TSval=3721684429 TSecr=3721664439
19231,Apr 21, 2024 13:53:25.170756000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=58263677 Ack=469 Win=512 Len=65483 TSval=3721684429 TSecr=3721664439
19232,Apr 21, 2024 13:53:25.170795000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=58329160 Ack=469 Win=512 Len=65483 TSval=3721684429 TSecr=3721664439
19233,Apr 21, 2024 13:53:27.126000000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37504031 Ack=533 Win=512 Len=65483 TSval=3721686384 TSecr=3721684430
19234,Apr 21, 2024 13:53:27.173451000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37569514 Ack=533 Win=512 Len=65483 TSval=3721686432 TSecr=3721686432
19235,Apr 21, 2024 13:53:27.173574000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37634997 Ack=533 Win=512 Len=65483 TSval=3721686432 TSecr=3721686432
19236,Apr 21, 2024 13:53:27.173656000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37700480 Ack=533 Win=512 Len=65483 TSval=3721686432 TSecr=3721686432
19237,Apr 21, 2024 13:53:27.173725000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37765963 Ack=533 Win=512 Len=65483 TSval=3721686432 TSecr=3721686432
19238,Apr 21, 2024 13:53:27.173785000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37831446 Ack=533 Win=512 Len=65483 TSval=3721686432 TSecr=3721686432
19239,Apr 21, 2024 13:53:27.173840000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=37896929 Ack=533 Win=512 Len=65483 TSval=3721686432 TSecr=3721686432
19240,Apr 21, 2024 13:53:27.173886000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,41700,TCP,60607 → 1887 [PSH, ACK] Seq=37962412 Ack=533 Win=512 Len=41634 TSval=3721686432 TSecr=3721686432
19241,Apr 21, 2024 13:53:27.175992000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103503110 Ack=833 Win=512 Len=65483 TSval=3721686434 TSecr=3721664667
19242,Apr 21, 2024 13:53:27.176041000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103568593 Ack=833 Win=512 Len=65483 TSval=3721686434 TSecr=3721664667
19243,Apr 21, 2024 13:53:27.176082000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103634076 Ack=833 Win=512 Len=65483 TSval=3721686434 TSecr=3721664667
19244,Apr 21, 2024 13:53:27.176120000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103699559 Ack=833 Win=512 Len=65483 TSval=3721686434 TSecr=3721664667
19245,Apr 21, 2024 13:53:27.176161000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103765042 Ack=833 Win=512 Len=65483 TSval=3721686434 TSecr=3721664667
19246,Apr 21, 2024 13:53:27.176200000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103830525 Ack=833 Win=512 Len=65483 TSval=3721686435 TSecr=3721664667
19247,Apr 21, 2024 13:53:27.176238000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=103896008 Ack=833 Win=512 Len=65483 TSval=3721686435 TSecr=3721664667
19248,Apr 21, 2024 13:53:27.176269000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,41700,TCP,1887 → 56173 [PSH, ACK] Seq=103961491 Ack=833 Win=512 Len=41634 TSval=3721686435 TSecr=3721664667
19249,Apr 21, 2024 13:53:27.176428000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=263007895 Ack=2109 Win=512 Len=65483 TSval=3721686435 TSecr=3721684435
19250,Apr 21, 2024 13:53:27.176481000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263073378 Ack=2109 Win=512 Len=65483 TSval=3721686435 TSecr=3721684435
19251,Apr 21, 2024 13:53:27.176523000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263138861 Ack=2109 Win=512 Len=65483 TSval=3721686435 TSecr=3721684435
19252,Apr 21, 2024 13:53:27.176564000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263204344 Ack=2109 Win=512 Len=65483 TSval=3721686435 TSecr=3721684435
19253,Apr 21, 2024 13:53:27.176603000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263269827 Ack=2109 Win=512 Len=65483 TSval=3721686435 TSecr=3721684435
19254,Apr 21, 2024 13:53:27.176644000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263335310 Ack=2109 Win=512 Len=65483 TSval=3721686435 TSecr=3721684435
19255,Apr 21, 2024 13:53:27.176685000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263400793 Ack=2109 Win=512 Len=65483 TSval=3721686435 TSecr=3721684435
19256,Apr 21, 2024 13:53:27.176716000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,41700,TCP,1887 → 36619 [PSH, ACK] Seq=263466276 Ack=2109 Win=512 Len=41634 TSval=3721686435 TSecr=3721684435
19257,Apr 21, 2024 13:53:27.176840000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=343510310 Ack=2753 Win=512 Len=65483 TSval=3721686435 TSecr=3721664669
19258,Apr 21, 2024 13:53:28.126567000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,[TCP Previous segment not captured] 50809 → 1887 [ACK] Seq=500016 Ack=5 Win=512 Len=65483 TSval=3721687385 TSecr=3721664431
19259,Apr 21, 2024 13:53:28.169481000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [ACK] Seq=565499 Ack=5 Win=512 Len=65483 TSval=3721687428 TSecr=3721687428
19260,Apr 21, 2024 13:53:28.169604000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [ACK] Seq=630982 Ack=5 Win=512 Len=65483 TSval=3721687428 TSecr=3721687428
19261,Apr 21, 2024 13:53:28.169694000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [ACK] Seq=696465 Ack=5 Win=512 Len=65483 TSval=3721687428 TSecr=3721687428
19262,Apr 21, 2024 13:53:28.169771000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [ACK] Seq=761948 Ack=5 Win=512 Len=65483 TSval=3721687428 TSecr=3721687428
19263,Apr 21, 2024 13:53:28.169840000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [ACK] Seq=827431 Ack=5 Win=512 Len=65483 TSval=3721687428 TSecr=3721687428
19264,Apr 21, 2024 13:53:28.169905000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [ACK] Seq=892914 Ack=5 Win=512 Len=65483 TSval=3721687428 TSecr=3721687428
19265,Apr 21, 2024 13:53:28.169961000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,41700,TCP,50809 → 1887 [PSH, ACK] Seq=958397 Ack=5 Win=512 Len=41634 TSval=3721687428 TSecr=3721687428
19266,Apr 21, 2024 13:53:28.170258000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263507910 Ack=2113 Win=512 Len=65483 TSval=3721687429 TSecr=3721686438
19267,Apr 21, 2024 13:53:28.170320000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263573393 Ack=2113 Win=512 Len=65483 TSval=3721687429 TSecr=3721686438
19268,Apr 21, 2024 13:53:28.170361000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263638876 Ack=2113 Win=512 Len=65483 TSval=3721687429 TSecr=3721686438
19269,Apr 21, 2024 13:53:28.170401000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263704359 Ack=2113 Win=512 Len=65483 TSval=3721687429 TSecr=3721686438
19270,Apr 21, 2024 13:53:28.170442000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263769842 Ack=2113 Win=512 Len=65483 TSval=3721687429 TSecr=3721686438
19271,Apr 21, 2024 13:53:28.170483000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=263835325 Ack=2113 Win=512 Len=65483 TSval=3721687429 TSecr=3721686438
