frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len,_ws.col.protocol,_ws.col.info
10963,Apr 21, 2024 13:36:27.047404000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=199267905 Ack=1595 Win=512 Len=65483 TSval=3720666306 TSecr=3720664346
10964,Apr 21, 2024 13:36:27.047454000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=199333388 Ack=1595 Win=512 Len=65483 TSval=3720666306 TSecr=3720664346
10965,Apr 21, 2024 13:36:27.047511000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=199398871 Ack=1595 Win=512 Len=65483 TSval=3720666306 TSecr=3720664346
10966,Apr 21, 2024 13:36:27.047548000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,41700,TCP,1887 → 49997 [PSH, ACK] Seq=199464354 Ack=1595 Win=512 Len=41634 TSval=3720666306 TSecr=3720664346
10967,Apr 21, 2024 13:36:27.061512000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74070400 Ack=718 Win=512 Len=65483 TSval=3720666320 TSecr=3720666320
10968,Apr 21, 2024 13:36:27.061657000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74135883 Ack=718 Win=512 Len=65483 TSval=3720666320 TSecr=3720666320
10969,Apr 21, 2024 13:36:27.061755000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74201366 Ack=718 Win=512 Len=65483 TSval=3720666320 TSecr=3720666320
10970,Apr 21, 2024 13:36:27.061837000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74266849 Ack=718 Win=512 Len=65483 TSval=3720666320 TSecr=3720666320
10971,Apr 21, 2024 13:36:27.061915000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74332332 Ack=718 Win=512 Len=65483 TSval=3720666320 TSecr=3720666320
10972,Apr 21, 2024 13:36:27.061983000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74397815 Ack=718 Win=512 Len=65483 TSval=3720666320 TSecr=3720666320
10973,Apr 21, 2024 13:36:27.062038000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,41700,TCP,55009 → 1887 [PSH, ACK] Seq=74463298 Ack=718 Win=512 Len=41634 TSval=3720666320 TSecr=3720666320
10974,Apr 21, 2024 13:36:27.062658000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46001383 Ack=371 Win=512 Len=65483 TSval=3720666321 TSecr=3720653303
10975,Apr 21, 2024 13:36:27.062728000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46066866 Ack=371 Win=512 Len=65483 TSval=3720666321 TSecr=3720653303
10976,Apr 21, 2024 13:36:27.062776000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46132349 Ack=371 Win=512 Len=65483 TSval=3720666321 TSecr=3720653303
10977,Apr 21, 2024 13:36:27.062823000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46197832 Ack=371 Win=512 Len=65483 TSval=3720666321 TSecr=3720653303
10978,Apr 21, 2024 13:36:27.062871000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46263315 Ack=371 Win=512 Len=65483 TSval=3720666321 TSecr=3720653303
10979,Apr 21, 2024 13:36:27.062918000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46328798 Ack=371 Win=512 Len=65483 TSval=3720666321 TSecr=3720653303
10980,Apr 21, 2024 13:36:27.062966000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46394281 Ack=371 Win=512 Len=65483 TSval=3720666321 TSecr=3720653303
10981,Apr 21, 2024 13:36:27.062999000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,41700,TCP,1887 → 40147 [PSH, ACK] Seq=46459764 Ack=371 Win=512 Len=41634 TSval=3720666321 TSecr=3720653303
10982,Apr 21, 2024 13:36:27.063167000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=147504428 Ack=1187 Win=512 Len=65483 TSval=3720666321 TSecr=3720666308
10983,Apr 21, 2024 13:36:27.063227000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=147569911 Ack=1187 Win=512 Len=65483 TSval=3720666322 TSecr=3720666308
10984,Apr 21, 2024 13:36:27.063275000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=147635394 Ack=1187 Win=512 Len=65483 TSval=3720666322 TSecr=3720666308
10985,Apr 21, 2024 13:36:27.063325000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=147700877 Ack=1187 Win=512 Len=65483 TSval=3720666322 TSecr=3720666308
10986,Apr 21, 2024 13:36:27.063796000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 49997 [PSH, ACK] Seq=199964369 Ack=1599 Win=512 Len=41634 TSval=3720666322 TSecr=3720666309
10987,Apr 21, 2024 13:36:27.065774000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=25567418 Ack=229 Win=512 Len=65483 TSval=3720666324 TSecr=3720666324
10988,Apr 21, 2024 13:36:27.065924000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=25632901 Ack=229 Win=512 Len=65483 TSval=3720666324 TSecr=3720666324
10989,Apr 21, 2024 13:36:27.066019000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=25698384 Ack=229 Win=512 Len=65483 TSval=3720666324 TSecr=3720666324
10990,Apr 21, 2024 13:36:27.066100000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=25763867 Ack=229 Win=512 Len=65483 TSval=3720666324 TSecr=3720666324
10991,Apr 21, 2024 13:36:27.066172000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=25829350 Ack=229 Win=512 Len=65483 TSval=3720666324 TSecr=3720666324
10992,Apr 21, 2024 13:36:27.066238000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=25894833 Ack=229 Win=512 Len=65483 TSval=3720666325 TSecr=3720666325
10993,Apr 21, 2024 13:36:27.066292000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,41700,TCP,59087 → 1887 [PSH, ACK] Seq=25960316 Ack=229 Win=512 Len=41634 TSval=3720666325 TSecr=3720666325
10994,Apr 21, 2024 13:36:27.067028000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 57115 [ACK] Seq=89002673 Ack=715 Win=512 Len=65483 TSval=3720666325 TSecr=3720664339
10995,Apr 21, 2024 13:36:27.067085000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=89068156 Ack=715 Win=512 Len=65483 TSval=3720666325 TSecr=3720664339
10996,Apr 21, 2024 13:36:27.067129000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=89133639 Ack=715 Win=512 Len=65483 TSval=3720666325 TSecr=3720664339
10997,Apr 21, 2024 13:36:27.067171000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=89199122 Ack=715 Win=512 Len=65483 TSval=3720666325 TSecr=3720664339
10998,Apr 21, 2024 13:36:27.067215000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=89264605 Ack=715 Win=512 Len=65483 TSval=3720666326 TSecr=3720664339
10999,Apr 21, 2024 13:36:40.023114000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,[TCP Previous segment not captured] 55009 → 1887 [ACK] Seq=74505139 Ack=726 Win=512 Len=65483 TSval=3720679281 TSecr=3720679279
11000,Apr 21, 2024 13:36:40.067582000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74570622 Ack=726 Win=512 Len=65483 TSval=3720679326 TSecr=3720679324
11001,Apr 21, 2024 13:36:40.067711000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74636105 Ack=726 Win=512 Len=65483 TSval=3720679326 TSecr=3720679326
11002,Apr 21, 2024 13:36:40.067799000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74701588 Ack=726 Win=512 Len=65483 TSval=3720679326 TSecr=3720679326
11003,Apr 21, 2024 13:36:40.067879000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74767071 Ack=726 Win=512 Len=65483 TSval=3720679326 TSecr=3720679326
11004,Apr 21, 2024 13:36:40.067946000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74832554 Ack=726 Win=512 Len=65483 TSval=3720679326 TSecr=3720679326
11005,Apr 21, 2024 13:36:40.068011000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=74898037 Ack=726 Win=512 Len=65483 TSval=3720679326 TSecr=3720679326
11006,Apr 21, 2024 13:36:40.068062000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,41700,TCP,55009 → 1887 [PSH, ACK] Seq=74963520 Ack=726 Win=512 Len=41634 TSval=3720679326 TSecr=3720679326
11007,Apr 21, 2024 13:36:40.068659000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=33501008 Ack=271 Win=512 Len=65483 TSval=3720679327 TSecr=3720654323
11008,Apr 21, 2024 13:36:40.068719000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=33566491 Ack=271 Win=512 Len=65483 TSval=3720679327 TSecr=3720654323
11009,Apr 21, 2024 13:36:40.068764000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=33631974 Ack=271 Win=512 Len=65483 TSval=3720679327 TSecr=3720654323
11010,Apr 21, 2024 13:36:40.068809000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=33697457 Ack=271 Win=512 Len=65483 TSval=3720679327 TSecr=3720654323
11011,Apr 21, 2024 13:36:40.068853000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=33762940 Ack=271 Win=512 Len=65483 TSval=3720679327 TSecr=3720654323
11012,Apr 21, 2024 13:36:40.068894000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=33828423 Ack=271 Win=512 Len=65483 TSval=3720679327 TSecr=3720654323
11013,Apr 21, 2024 13:36:40.068937000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=33893906 Ack=271 Win=512 Len=65483 TSval=3720679327 TSecr=3720654323
11014,Apr 21, 2024 13:36:40.068969000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,41700,TCP,1887 → 37261 [PSH, ACK] Seq=33959389 Ack=271 Win=512 Len=41634 TSval=3720679327 TSecr=3720654323
11015,Apr 21, 2024 13:36:40.069126000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=58501758 Ack=471 Win=512 Len=65483 TSval=3720679327 TSecr=3720659326
11016,Apr 21, 2024 13:36:40.069194000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=58567241 Ack=471 Win=512 Len=65483 TSval=3720679327 TSecr=3720659326
11017,Apr 21, 2024 13:36:40.069241000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=58632724 Ack=471 Win=512 Len=65483 TSval=3720679328 TSecr=3720659326
11018,Apr 21, 2024 13:36:40.069288000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=58698207 Ack=471 Win=512 Len=65483 TSval=3720679328 TSecr=3720659326
11019,Apr 21, 2024 13:36:40.069332000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=58763690 Ack=471 Win=512 Len=65483 TSval=3720679328 TSecr=3720659326
11020,Apr 21, 2024 13:36:40.069378000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=58829173 Ack=471 Win=512 Len=65483 TSval=3720679328 TSecr=3720659326
11021,Apr 21, 2024 13:36:40.069612000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 57115 [ACK] Seq=89502688 Ack=719 Win=512 Len=65483 TSval=3720679328 TSecr=3720666329
11022,Apr 21, 2024 13:36:40.069667000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=89568171 Ack=719 Win=512 Len=65483 TSval=3720679328 TSecr=3720666329
11023,Apr 21, 2024 13:36:40.069716000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=89633654 Ack=719 Win=512 Len=65483 TSval=3720679328 TSecr=3720666329
11024,Apr 21, 2024 13:36:40.070057000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=153135559 Ack=1227 Win=512 Len=65483 TSval=3720679328 TSecr=3720666333
11025,Apr 21, 2024 13:36:40.070324000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=148004443 Ack=1191 Win=512 Len=65483 TSval=3720679329 TSecr=3720666327
11026,Apr 21, 2024 13:36:40.070376000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148069926 Ack=1191 Win=512 Len=65483 TSval=3720679329 TSecr=3720666327
11027,Apr 21, 2024 13:36:40.070422000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148135409 Ack=1191 Win=512 Len=65483 TSval=3720679329 TSecr=3720666327
11028,Apr 21, 2024 13:36:47.024879000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75005154 Ack=730 Win=512 Len=65483 TSval=3720686283 TSecr=3720679329
11029,Apr 21, 2024 13:36:47.065489000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75070637 Ack=730 Win=512 Len=65483 TSval=3720686324 TSecr=3720686324
11030,Apr 21, 2024 13:36:47.065679000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75136120 Ack=730 Win=512 Len=65483 TSval=3720686324 TSecr=3720686324
11031,Apr 21, 2024 13:36:47.065807000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75201603 Ack=730 Win=512 Len=65483 TSval=3720686324 TSecr=3720686324
11032,Apr 21, 2024 13:36:47.065913000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75267086 Ack=730 Win=512 Len=65483 TSval=3720686324 TSecr=3720686324
11033,Apr 21, 2024 13:36:47.066003000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75332569 Ack=730 Win=512 Len=65483 TSval=3720686324 TSecr=3720686324
11034,Apr 21, 2024 13:36:47.066087000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75398052 Ack=730 Win=512 Len=65483 TSval=3720686324 TSecr=3720686324
11035,Apr 21, 2024 13:36:47.066158000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,41700,TCP,55009 → 1887 [PSH, ACK] Seq=75463535 Ack=730 Win=512 Len=41634 TSval=3720686324 TSecr=3720686324
11036,Apr 21, 2024 13:36:47.066516000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=60501818 Ack=487 Win=512 Len=65483 TSval=3720686325 TSecr=3720664339
11037,Apr 21, 2024 13:36:47.066577000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=60567301 Ack=487 Win=512 Len=65483 TSval=3720686325 TSecr=3720664339
11038,Apr 21, 2024 13:36:47.066621000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=60632784 Ack=487 Win=512 Len=65483 TSval=3720686325 TSecr=3720664339
11039,Apr 21, 2024 13:36:47.066664000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=60698267 Ack=487 Win=512 Len=65483 TSval=3720686325 TSecr=3720664339
11040,Apr 21, 2024 13:36:47.066707000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=60763750 Ack=487 Win=512 Len=65483 TSval=3720686325 TSecr=3720664339
11041,Apr 21, 2024 13:36:47.066749000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=60829233 Ack=487 Win=512 Len=65483 TSval=3720686325 TSecr=3720664339
11042,Apr 21, 2024 13:36:47.066797000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=60894716 Ack=487 Win=512 Len=65483 TSval=3720686325 TSecr=3720664339
11043,Apr 21, 2024 13:36:47.066833000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,41700,TCP,1887 → 56173 [PSH, ACK] Seq=60960199 Ack=487 Win=512 Len=41634 TSval=3720686325 TSecr=3720664339
11044,Apr 21, 2024 13:36:47.066994000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=153504608 Ack=1231 Win=512 Len=65483 TSval=3720686325 TSecr=3720679334
11045,Apr 21, 2024 13:36:47.067048000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=153570091 Ack=1231 Win=512 Len=65483 TSval=3720686325 TSecr=3720679334
11046,Apr 21, 2024 13:36:47.067093000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=153635574 Ack=1231 Win=512 Len=65483 TSval=3720686325 TSecr=3720679334
11047,Apr 21, 2024 13:36:47.067141000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=153701057 Ack=1231 Win=512 Len=65483 TSval=3720686325 TSecr=3720679334
11048,Apr 21, 2024 13:36:47.067185000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=153766540 Ack=1231 Win=512 Len=65483 TSval=3720686326 TSecr=3720679334
11049,Apr 21, 2024 13:36:47.067233000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=153832023 Ack=1231 Win=512 Len=65483 TSval=3720686326 TSecr=3720679334
11050,Apr 21, 2024 13:36:47.067278000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=153897506 Ack=1231 Win=512 Len=65483 TSval=3720686326 TSecr=3720679334
11051,Apr 21, 2024 13:36:47.067310000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,41700,TCP,1887 → 36619 [PSH, ACK] Seq=153962989 Ack=1231 Win=512 Len=41634 TSval=3720686326 TSecr=3720679334
11052,Apr 21, 2024 13:36:47.067469000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=200506018 Ack=1607 Win=512 Len=65483 TSval=3720686326 TSecr=3720666376
11053,Apr 21, 2024 13:36:47.067527000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=200571501 Ack=1607 Win=512 Len=65483 TSval=3720686326 TSecr=3720666376
11054,Apr 21, 2024 13:36:47.067574000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=200636984 Ack=1607 Win=512 Len=65483 TSval=3720686326 TSecr=3720666376
11055,Apr 21, 2024 13:36:47.067648000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=200767950 Ack=1607 Win=512 Len=65483 TSval=3720686326 TSecr=3720666376
11056,Apr 21, 2024 13:36:48.010874000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,[TCP Previous segment not captured] 52841 → 1887 [ACK] Seq=16001923 Ack=157 Win=512 Len=65483 TSval=3720687269 TSecr=3720679262
11057,Apr 21, 2024 13:36:48.053547000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16067406 Ack=157 Win=512 Len=65483 TSval=3720687312 TSecr=3720687312
11058,Apr 21, 2024 13:36:48.053710000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16132889 Ack=157 Win=512 Len=65483 TSval=3720687312 TSecr=3720687312
11059,Apr 21, 2024 13:36:48.053815000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16198372 Ack=157 Win=512 Len=65483 TSval=3720687312 TSecr=3720687312
11060,Apr 21, 2024 13:36:48.053899000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16263855 Ack=157 Win=512 Len=65483 TSval=3720687312 TSecr=3720687312
11061,Apr 21, 2024 13:36:48.053974000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16329338 Ack=157 Win=512 Len=65483 TSval=3720687312 TSecr=3720687312
11062,Apr 21, 2024 13:36:48.054047000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16394821 Ack=157 Win=512 Len=65483 TSval=3720687312 TSecr=3720687312
11063,Apr 21, 2024 13:36:48.054101000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,41700,TCP,52841 → 1887 [PSH, ACK] Seq=16460304 Ack=157 Win=512 Len=41634 TSval=3720687312 TSecr=3720687312
11064,Apr 21, 2024 13:36:48.054981000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=154004623 Ack=1235 Win=512 Len=65483 TSval=3720687313 TSecr=3720686328
11065,Apr 21, 2024 13:36:48.055034000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=154070106 Ack=1235 Win=512 Len=65483 TSval=3720687313 TSecr=3720686328
11066,Apr 21, 2024 13:36:48.055075000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=154135589 Ack=1235 Win=512 Len=65483 TSval=3720687313 TSecr=3720686328
11067,Apr 21, 2024 13:36:48.055114000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=154201072 Ack=1235 Win=512 Len=65483 TSval=3720687313 TSecr=3720686328
11068,Apr 21, 2024 13:36:48.055157000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=154266555 Ack=1235 Win=512 Len=65483 TSval=3720687313 TSecr=3720686328
11069,Apr 21, 2024 13:36:48.055200000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=154332038 Ack=1235 Win=512 Len=65483 TSval=3720687314 TSecr=3720686328
11070,Apr 21, 2024 13:36:48.055245000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=154397521 Ack=1235 Win=512 Len=65483 TSval=3720687314 TSecr=3720686328
11071,Apr 21, 2024 13:36:48.055281000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,41700,TCP,1887 → 36619 [PSH, ACK] Seq=154463004 Ack=1235 Win=512 Len=41634 TSval=3720687314 TSecr=3720686328
11072,Apr 21, 2024 13:36:48.055448000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=148504458 Ack=1195 Win=512 Len=65483 TSval=3720687314 TSecr=3720679336
11073,Apr 21, 2024 13:36:48.055504000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148569941 Ack=1195 Win=512 Len=65483 TSval=3720687314 TSecr=3720679336
11074,Apr 21, 2024 13:36:48.055551000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148635424 Ack=1195 Win=512 Len=65483 TSval=3720687314 TSecr=3720679336
11075,Apr 21, 2024 13:36:48.055598000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148700907 Ack=1195 Win=512 Len=65483 TSval=3720687314 TSecr=3720679336
11076,Apr 21, 2024 13:36:48.055644000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148766390 Ack=1195 Win=512 Len=65483 TSval=3720687314 TSecr=3720679336
11077,Apr 21, 2024 13:36:48.055690000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148831873 Ack=1195 Win=512 Len=65483 TSval=3720687314 TSecr=3720679336
11078,Apr 21, 2024 13:36:48.055738000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=148897356 Ack=1195 Win=512 Len=65483 TSval=3720687314 TSecr=3720679336
